,country,points,price,province
2855,Italy,88,45,Tuscany
2856,US,88,38,California
2857,US,88,35,Washington
2858,Chile,88,18,Maipo Valley
2859,Italy,88,45,Tuscany
2860,Italy,88,35,Tuscany
2861,US,88,10,Idaho
2862,Italy,88,40,Tuscany
2863,US,88,27,California
2864,Spain,91,55,Northern Spain
2865,US,91,30,Oregon
2866,Portugal,91,15,Tejo
2867,US,91,44,California
2868,US,91,49,California
2869,US,91,38,California
2870,Italy,91,37,Northeastern Italy
2871,France,91,40,Loire Valley
2872,Italy,91,25,Veneto
2873,US,91,30,California
2874,US,91,50,California
2875,US,91,55,California
2876,France,91,23,Loire Valley
2877,Italy,91,34,Lombardy
2878,US,91,60,Oregon
2879,US,91,29,Washington
2880,US,91,36,California
2881,US,91,25,California
2882,US,91,75,California
2883,US,91,45,California
2884,US,91,35,California
2885,US,91,48,California
2886,US,91,48,California
2887,US,91,55,California
2888,US,91,34,Washington
2889,France,91,55,Loire Valley
2890,France,91,30,Southwest France
2891,France,91,24,Southwest France
2892,Italy,91,,Lombardy
2893,France,91,48,Southwest France
2894,Spain,86,18,Northern Spain
2895,France,86,30,Burgundy
2896,US,86,15,Oregon
2897,France,86,26,Burgundy
2898,Italy,86,65,Veneto
2899,Portugal,86,12,Alentejano
2900,US,86,40,California
2901,Spain,86,20,Northern Spain
2902,Portugal,86,16,Minho
2903,Italy,86,47,Lombardy
2904,France,86,15,Alsace
2905,France,86,18,Alsace
2906,US,86,35,Oregon
2907,Spain,86,15,Northern Spain
2908,Italy,86,41,Lombardy
2909,France,86,20,Burgundy
2910,France,86,,Burgundy
2911,Spain,86,30,Northern Spain
2912,Germany,86,42,Mosel
2913,Spain,86,15,Northern Spain
2914,Italy,86,30,Northeastern Italy
2915,US,86,40,California
2916,Spain,86,21,Catalonia
2917,US,86,29,California
2918,Portugal,86,30,Alentejano
2919,Italy,86,35,Veneto
2920,Portugal,86,15,Port
2921,Portugal,86,9,Vinho Verde
2922,US,84,9,Missouri
2923,US,84,40,California
2924,Chile,84,10,Curicó Valley
2925,Argentina,84,16,Mendoza Province
2926,France,84,13,Burgundy
2927,US,84,47,California
2928,US,84,24,California
2929,US,84,8,Texas
2930,Chile,84,9,Rapel Valley
2931,US,84,35,New Mexico
2932,US,84,12,California
2933,US,84,25,California
2934,Argentina,84,11,Mendoza Province
2935,Argentina,84,11,Mendoza Province
2936,US,84,75,Nevada
2937,US,84,16,California
2938,US,84,18,California
2939,US,84,23,Virginia
2940,US,84,26,New York
2941,US,84,13,Washington
2942,Argentina,84,10,Mendoza Province
2943,US,84,22,California
2944,US,84,32,Washington
2945,US,84,18,New York
2946,US,84,16,New York
2947,Argentina,83,11,Mendoza Province
2948,US,83,26,Washington
2949,Australia,86,14,South Australia
2950,US,86,30,Oregon
2951,US,86,37,Oregon
2952,US,86,12,California
2953,Australia,86,19,South Australia
2954,Argentina,86,10,Mendoza Province
2955,US,86,25,California
2956,Australia,86,29,Western Australia
2957,US,86,13,California
2958,Australia,86,37,South Australia
2959,France,86,22,Burgundy
2960,Spain,86,25,Northern Spain
2961,US,86,29,California
2962,Spain,86,15,Northern Spain
2963,Italy,86,29,Sicily & Sardinia
2964,Argentina,85,12,Mendoza Province
2965,Australia,85,16,South Australia
2966,Italy,85,42,Sicily & Sardinia
2967,US,85,75,Oregon
2968,US,85,26,California
2969,US,85,35,California
2970,Spain,85,29,Central Spain
2971,Australia,85,24,Western Australia
2972,US,85,32,California
2973,US,85,18,Virginia
2974,US,85,10,California
2975,France,91,,Bordeaux
2976,France,91,23,Bordeaux
2977,France,91,25,Bordeaux
2978,France,91,,Bordeaux
2979,France,91,37,Bordeaux
2980,France,91,33,Alsace
2981,Australia,91,50,South Australia
2982,Australia,91,20,South Australia
2983,US,91,30,California
2984,US,91,30,California
2985,US,91,60,California
2986,US,91,19,California
2987,Italy,91,30,Central Italy
2988,Germany,91,16,Mosel
2989,US,91,24,Oregon
2990,US,91,32,California
2991,US,91,48,California
2992,Austria,91,30,Niederösterreich
2993,Australia,91,22,South Australia
2994,US,91,50,California
2995,US,91,40,California
2996,Italy,91,45,Piedmont
2997,France,91,50,Champagne
2998,Italy,91,66,Lombardy
2999,France,91,22,Alsace
3000,Germany,91,20,Mosel
3001,Italy,91,43,Italy Other
3002,Spain,91,55,Catalonia
3003,Spain,91,21,Galicia
3004,Italy,91,30,Piedmont
3005,US,93,90,California
3006,US,93,55,Washington
3007,US,93,55,Washington
3008,US,93,30,Washington
3009,US,93,75,California
3010,France,93,36,Languedoc-Roussillon
3011,Italy,92,40,Tuscany
3012,Spain,92,90,Northern Spain
3013,US,92,34,Washington
3014,France,92,,Alsace
3015,Italy,92,60,Tuscany
3016,France,92,55,Champagne
3017,Austria,92,13,Burgenland
3018,US,92,50,Washington
3019,France,92,33,Alsace
3020,US,92,49,California
3021,Spain,92,52,Northern Spain
3022,US,92,30,Washington
3023,US,92,37,Washington
3024,US,92,37,Washington
3025,Austria,92,29,Weinviertel
3026,US,92,33,Washington
3027,Spain,92,100,Northern Spain
3028,US,92,38,California
3029,US,92,35,California
3030,US,92,75,California
3031,Portugal,88,17,Bucelas
3032,Spain,88,20,Galicia
3033,US,88,23,California
3034,Italy,88,19,Central Italy
3035,US,88,25,Washington
3036,US,88,25,Washington
3037,Italy,88,20,Central Italy
3038,Portugal,88,15,Douro
3039,Portugal,88,9,Lisboa
3040,Spain,88,17,Catalonia
3041,US,88,13,Washington
3042,US,88,19,California
3043,US,88,14,Washington
3044,France,88,22,Beaujolais
3045,Argentina,88,30,Mendoza Province
3046,France,88,22,Beaujolais
3047,US,88,32,Washington
3048,US,88,20,California
3049,Portugal,88,,Lisboa
3050,Italy,88,22,Lombardy
3051,Germany,88,26,Pfalz
3052,US,88,16,California
3053,US,88,25,Oregon
3054,US,88,40,California
3055,US,88,18,California
3056,Argentina,88,15,Mendoza Province
3057,Argentina,88,22,Mendoza Province
3058,France,88,25,Beaujolais
3059,US,88,27,Washington
3060,US,88,50,Oregon
3061,US,95,100,California
3062,US,95,60,California
3063,France,95,164,Burgundy
3064,US,95,36,Washington
3065,Italy,94,49,Sicily & Sardinia
3066,US,94,25,Washington
3067,US,94,45,California
3068,France,94,190,Burgundy
3069,France,94,205,Burgundy
3070,US,94,80,California
3071,France,94,145,Burgundy
3072,France,94,89,Burgundy
3073,US,94,60,California
3074,US,94,75,California
3075,US,94,75,California
3076,US,94,45,Washington
3077,US,94,125,California
3078,US,94,40,Washington
3079,US,94,36,Washington
3080,Australia,94,105,South Australia
3081,US,88,17,California
3082,Italy,88,,Veneto
3083,Italy,88,,Veneto
3084,Italy,88,,Veneto
3085,Italy,88,16,Veneto
3086,US,88,11,Washington
3087,US,88,35,California
3088,Italy,88,22,Veneto
3089,US,88,25,Washington
3090,Italy,88,55,Veneto
3091,Italy,88,35,Veneto
3092,Australia,88,15,Victoria
3093,Chile,88,42,Central Valley
3094,France,88,18,Alsace
3095,Italy,88,50,Veneto
3096,Italy,88,45,Veneto
3097,Italy,88,44,Veneto
3098,Spain,88,10,Central Spain
3099,Australia,88,26,South Australia
3100,US,88,35,California
3101,US,88,145,California
3102,Chile,88,40,Peumo
3103,Chile,88,24,Casablanca Valley
3104,Chile,88,13,Colchagua Valley
3105,Italy,88,,Veneto
3106,Italy,88,,Veneto
3107,France,88,30,Alsace
3108,Italy,88,,Veneto
3109,France,88,,Alsace
3110,Chile,88,49,Colchagua Valley
3111,France,84,25,Bordeaux
3112,France,84,15,Bordeaux
3113,US,84,35,California
3114,US,84,52,California
3115,US,84,11,California
3116,US,84,32,California
3117,US,84,38,Oregon
3118,US,84,13,California
3119,US,84,18,California
3120,Argentina,84,22,Mendoza Province
3121,Italy,84,18,Central Italy
3122,France,84,13,Bordeaux
3123,US,84,10,California
3124,US,84,28,California
3125,US,84,15,Oregon
3126,US,84,35,Oregon
3127,US,84,12,California
3128,US,84,10,California
3129,US,83,32,California
3130,US,83,8,California
3131,,83,,
3132,Spain,83,11,Northern Spain
3133,France,83,,Bordeaux
3134,France,83,,Bordeaux
3135,Australia,89,17,Western Australia
3136,Argentina,89,20,Mendoza Province
3137,Austria,89,25,Südsteiermark
3138,Austria,89,25,Kamptal
3139,Austria,89,18,Kamptal
3140,US,89,44,California
3141,US,89,28,Washington
3142,US,89,30,California
3143,US,89,25,Washington
3144,France,89,41,Burgundy
3145,US,89,30,Washington
3146,Austria,89,23,Niederösterreich
3147,US,89,22,Washington
3148,Argentina,89,12,Other
3149,Argentina,89,20,Mendoza Province
3150,US,89,22,California
3151,Austria,89,60,Kamptal
3152,US,89,50,California
3153,US,89,30,Washington
3154,Spain,89,22,Northern Spain
3155,US,86,11,California
3156,New Zealand,86,12,Marlborough
3157,Argentina,86,11,Mendoza Province
3158,Argentina,86,17,Other
3159,Argentina,86,30,Mendoza Province
3160,France,86,,Alsace
3161,Italy,86,18,Veneto
3162,Italy,86,16,Veneto
3163,France,86,,Alsace
3164,US,86,85,California
3165,Argentina,86,20,Mendoza Province
3166,Italy,86,,Veneto
3167,Italy,86,5,Veneto
3168,Italy,86,19,Veneto
3169,Italy,86,15,Veneto
3170,Italy,86,,Veneto
3171,Italy,86,,Veneto
3172,Italy,86,16,Veneto
3173,US,86,20,Oregon
3174,US,86,42,California
3175,US,86,14,California
3176,France,86,28,Alsace
3177,France,86,35,Alsace
3178,US,86,40,California
3179,Argentina,86,11,Mendoza Province
3180,France,90,22,Beaujolais
3181,France,90,20,Beaujolais
3182,France,90,20,Beaujolais
3183,France,90,22,Beaujolais
3184,US,90,38,California
3185,Italy,90,45,Tuscany
3186,US,90,42,California
3187,Austria,90,19,Südsteiermark
3188,US,90,65,Washington
3189,US,90,12,California
3190,US,90,38,California
3191,France,90,23,Beaujolais
3192,US,90,28,New York
3193,France,90,90,Rhône Valley
3194,US,90,50,California
3195,France,90,15,Rhône Valley
3196,Italy,90,,Tuscany
3197,US,90,22,California
3198,Austria,90,30,Kamptal
3199,Austria,90,25,Thermenregion
3200,France,90,21,Beaujolais
3201,Italy,90,400,Tuscany
3202,Austria,90,,Kremstal
3203,US,90,20,Washington
3204,US,90,15,Washington
3205,US,90,15,California
3206,US,90,55,California
3207,Italy,90,60,Tuscany
3208,US,90,36,California
3209,US,90,22,California
3210,Spain,88,45,Northern Spain
3211,Spain,88,13,Catalonia
3212,US,88,32,Washington
3213,Spain,88,12,Catalonia
3214,Italy,88,38,Northeastern Italy
3215,US,88,21,California
3216,Spain,88,40,Catalonia
3217,Italy,88,,Central Italy
3218,France,88,60,Bordeaux
3219,France,88,20,Provence
3220,France,88,,Bordeaux
3221,US,88,17,California
3222,US,88,35,California
3223,US,88,28,California
3224,Spain,88,75,Northern Spain
3225,US,88,35,California
3226,Italy,88,19,Central Italy
3227,US,88,27,Oregon
3228,US,88,60,California
3229,Italy,88,21,Central Italy
3230,US,88,35,California
3231,Spain,88,17,Galicia
3232,US,88,35,Oregon
3233,US,88,35,California
3234,Austria,88,20,Thermenregion
3235,US,88,70,California
3236,Chile,88,,San Antonio
3237,Spain,88,16,Northern Spain
3238,US,88,19,California
3239,Italy,88,40,Central Italy
3240,US,86,15,California
3241,US,86,9,Washington
3242,US,86,30,Washington
3243,Italy,86,23,Tuscany
3244,US,86,55,California
3245,US,86,20,Washington
3246,France,86,56,Champagne
3247,US,86,18,California
3248,Italy,86,18,Tuscany
3249,US,86,35,California
3250,US,86,22,California
3251,France,86,,Bordeaux
3252,France,86,,Bordeaux
3253,Italy,86,31,Tuscany
3254,US,86,55,California
3255,Italy,86,13,Tuscany
3256,US,86,30,California
3257,US,86,35,Washington
3258,US,86,30,Washington
3259,US,86,30,California
3260,Spain,86,15,Northern Spain
3261,Austria,86,12,Carnuntum
3262,US,86,40,Washington
3263,New Zealand,86,15,Marlborough
3264,France,86,,Champagne
3265,France,86,11,Bordeaux
3266,Spain,86,15,Northern Spain
3267,Italy,86,45,Tuscany
3268,France,86,14,Bordeaux
3269,US,86,25,California
3270,France,87,50,Southwest France
3271,Portugal,87,10,Bucelas
3272,Italy,87,18,Sicily & Sardinia
3273,Portugal,87,10,Estremadura
3274,Italy,87,28,Sicily & Sardinia
3275,Italy,87,19,Sicily & Sardinia
3276,US,87,18,California
3277,Australia,87,18,South Australia
3278,Portugal,87,14,Alentejo
3279,US,87,38,California
3280,US,87,42,California
3281,Argentina,87,15,Mendoza Province
3282,Italy,87,10,Southern Italy
3283,Italy,87,24,Southern Italy
3284,Argentina,87,46,Mendoza Province
3285,US,87,32,Washington
3286,US,87,23,Washington
3287,Italy,87,21,Sicily & Sardinia
3288,Australia,87,24,South Australia
3289,US,87,35,Washington
3290,Italy,87,18,Southern Italy
3291,US,87,17,California
3292,US,87,28,California
3293,US,87,18,California
3294,Portugal,87,30,Alentejano
3295,US,87,34,California
3296,US,87,55,California
3297,Portugal,87,11,Estremadura
3298,Portugal,87,,Alentejano
3299,Spain,87,42,Levante
3300,South Africa,87,13,Coastal Region
3301,US,87,20,California
3302,Spain,87,15,Catalonia
3303,Italy,87,19,Veneto
3304,US,87,22,California
3305,US,87,80,California
3306,US,87,27,California
3307,Italy,87,22,Veneto
3308,Portugal,87,,Alentejo
3309,Italy,87,37,Veneto
3310,Italy,87,16,Veneto
3311,US,87,32,California
3312,Spain,87,15,Catalonia
3313,US,87,40,California
3314,Israel,87,11,Galilee
3315,Italy,87,,Tuscany
3316,US,87,25,Washington
3317,US,87,27,California
3318,Spain,87,13,Catalonia
3319,Italy,87,19,Tuscany
3320,Israel,87,20,Judean Hills
3321,Spain,87,45,Northern Spain
3322,New Zealand,87,20,Canterbury
3323,Italy,87,,Tuscany
3324,France,87,20,Bordeaux
3325,New Zealand,87,17,Marlborough
3326,US,87,47,California
3327,Italy,87,,Tuscany
3328,US,87,18,California
3329,Spain,87,9,Northern Spain
3330,Italy,87,16,Tuscany
3331,France,84,29,Burgundy
3332,US,84,24,California
3333,France,84,23,Burgundy
3334,US,84,16,New York
3335,France,84,28,Burgundy
3336,US,84,13,New York
3337,Italy,84,35,Sicily & Sardinia
3338,US,84,14,New York
3339,US,84,10,California
3340,France,84,13,Rhône Valley
3341,Spain,84,15,Galicia
3342,France,84,29,Burgundy
3343,Turkey,84,15,Thrace
3344,US,84,17,New York
3345,France,84,,Burgundy
3346,Spain,84,9,Northern Spain
3347,France,84,40,Burgundy
3348,France,84,30,Burgundy
3349,France,84,,Burgundy
3350,US,84,50,California
3351,US,84,14,New York
3352,France,84,20,Burgundy
3353,France,84,20,Burgundy
3354,France,84,,Burgundy
3355,US,84,18,New York
3356,US,84,44,California
3357,US,84,30,New York
3358,Spain,84,15,Northern Spain
3359,Spain,92,50,Northern Spain
3360,Germany,92,31,Rheingau
3361,US,92,69,California
3362,US,92,260,California
3363,Australia,92,18,South Australia
3364,US,92,45,California
3365,Portugal,92,48,Douro
3366,US,92,38,California
3367,US,92,18,California
3368,US,92,41,Oregon
3369,US,92,65,California
3370,US,92,16,California
3371,US,92,75,Oregon
3372,US,92,25,Oregon
3373,US,92,38,California
3374,France,92,22,Beaujolais
3375,US,92,50,Washington
3376,US,92,45,California
3377,US,92,65,Washington
3378,Portugal,92,35,Douro
3379,US,92,35,Washington
3380,US,92,20,Oregon
3381,Germany,92,33,Mosel
3382,Germany,92,92,Mosel
3383,US,92,42,California
3384,US,92,25,Oregon
3385,Spain,92,28,Northern Spain
3386,US,92,48,Washington
3387,Portugal,92,60,Douro
3388,Portugal,92,31,Douro
3389,US,84,25,Michigan
3390,Spain,84,9,Spain Other
3391,Argentina,84,11,Other
3392,Spain,84,14,Catalonia
3393,US,84,24,California
3394,US,84,20,California
3395,US,84,36,California
3396,Argentina,84,20,Mendoza Province
3397,US,84,13,California
3398,US,84,32,California
3399,Argentina,84,15,Mendoza Province
3400,Portugal,84,8,Alentejano
3401,Portugal,84,13,Tejo
3402,Portugal,84,10,Tejo
3403,US,84,40,Oregon
3404,US,84,32,Michigan
3405,US,84,18,Michigan
3406,Portugal,84,25,Tejo
3407,Portugal,84,12,Vinho Verde
3408,Spain,83,11,Central Spain
3409,US,83,40,California
3410,Spain,83,60,Galicia
3411,Portugal,83,9,Alentejo
3412,US,83,55,California
3413,Portugal,83,8,Lisboa
3414,Italy,83,16,Northeastern Italy
3415,US,83,9,California
3416,Spain,83,11,Northern Spain
3417,US,83,24,California
3418,US,83,25,California
3419,US,86,40,California
3420,Portugal,86,15,Douro
3421,Portugal,86,,Vinho Verde
3422,Chile,86,12,Maule Valley
3423,US,86,32,California
3424,US,86,26,California
3425,France,86,20,Loire Valley
3426,Portugal,86,12,Alentejano
3427,Portugal,86,11,Douro
3428,US,86,39,Oregon
3429,US,86,35,California
3430,US,86,26,California
3431,France,88,25,Beaujolais
3432,US,88,27,Washington
3433,US,88,50,Oregon
3434,Spain,88,24,Levante
3435,US,88,28,California
3436,US,88,28,Washington
3437,US,88,22,California
3438,US,88,55,California
3439,Spain,88,10,Northern Spain
3440,Portugal,88,,Dão
3441,US,88,72,California
3442,Portugal,88,20,Douro
3443,Portugal,88,39,Douro
3444,Portugal,88,19,Douro
3445,US,88,60,California
3446,US,88,30,Oregon
3447,Italy,88,70,Piedmont
3448,Italy,88,31,Piedmont
3449,US,88,16,California
3450,US,88,10,California
3451,Australia,88,15,South Australia
3452,Argentina,88,12,Mendoza Province
3453,US,88,14,California
3454,Australia,88,21,South Australia
3455,US,88,19,California
3456,Argentina,88,20,Mendoza Province
3457,Argentina,88,20,Mendoza Province
3458,US,88,15,California
3459,Australia,88,21,South Australia
3460,US,88,17,California
3461,US,88,39,Oregon
3462,Greece,88,24,Drama
3463,Italy,88,27,Veneto
3464,France,88,10,Rhône Valley
3465,Italy,88,28,Lombardy
3466,US,88,14,California
3467,Portugal,88,30,Alentejano
3468,US,88,48,California
3469,US,88,48,California
3470,Italy,88,29,Piedmont
3471,Spain,88,60,Northern Spain
3472,France,88,15,Rhône Valley
3473,Portugal,88,10,Douro
3474,Israel,88,25,Ella Valley
3475,US,88,40,Oregon
3476,France,88,,Bordeaux
3477,France,88,,Bordeaux
3478,France,88,17,Bordeaux
3479,France,88,35,Bordeaux
3480,France,88,67,Bordeaux
3481,Portugal,88,28,Douro
3482,France,87,18,Alsace
3483,France,87,13,Alsace
3484,US,87,13,New York
3485,US,87,40,Oregon
3486,France,87,30,Alsace
3487,US,87,19,New York
3488,Italy,87,20,Veneto
3489,US,87,21,California
3490,Italy,87,25,Veneto
3491,US,87,20,California
3492,Chile,87,12,Cachapoal Valley
3493,US,87,33,New York
3494,Italy,87,25,Veneto
3495,Germany,87,42,Mosel
3496,Chile,87,11,Maipo Valley
3497,France,87,,Alsace
3498,Italy,87,65,Veneto
3499,US,87,16,New York
3500,US,88,14,California
3501,France,88,35,Champagne
3502,US,88,13,Washington
3503,US,88,12,California
3504,US,88,55,California
3505,US,88,30,Washington
3506,US,88,40,California
3507,US,88,18,California
3508,US,88,19,Oregon
3509,Italy,88,22,Tuscany
3510,Italy,88,,Southern Italy
3511,US,88,39,Oregon
3512,Italy,88,18,Tuscany
3513,US,88,48,California
3514,US,88,59,California
3515,US,88,24,Washington
3516,France,88,24,Champagne
3517,US,88,38,California
3518,Spain,88,18,Galicia
3519,France,88,55,Champagne
3520,US,88,45,California
3521,US,88,62,California
3522,US,88,22,California
3523,Italy,88,27,Central Italy
3524,France,88,55,Champagne
3525,France,88,45,Champagne
3526,Italy,88,26,Southern Italy
3527,Italy,88,22,Southern Italy
3528,US,88,10,California
3529,Germany,88,12,Rheinhessen
3530,Italy,92,92,Piedmont
3531,Austria,92,,Niederösterreich
3532,Australia,92,38,Western Australia
3533,US,92,18,Washington
3534,Australia,92,65,South Australia
3535,US,92,40,California
3536,Austria,92,25,Carnuntum
3537,France,92,39,Bordeaux
3538,Austria,92,30,Wachau
3539,Italy,92,120,Piedmont
3540,Italy,92,30,Piedmont
3541,Italy,92,50,Piedmont
3542,US,92,55,Washington
3543,US,92,32,Washington
3544,Italy,92,70,Piedmont
3545,US,92,45,California
3546,US,92,56,California
3547,Australia,92,40,Western Australia
3548,Italy,92,44,Piedmont
3549,US,92,36,California
3550,Austria,92,,Südoststeiermark
3551,US,92,17,Washington
3552,Germany,92,30,Mosel
3553,US,92,44,California
3554,Australia,92,50,South Australia
3555,Austria,92,,Kamptal
3556,US,92,30,Washington
3557,Austria,92,38,Burgenland
3558,US,92,40,Washington
3559,France,89,30,Loire Valley
3560,Hungary,89,16,Tokaji
3561,US,89,25,Oregon
3562,US,89,32,California
3563,Italy,89,17,Sicily & Sardinia
3564,Italy,89,15,Sicily & Sardinia
3565,Portugal,89,20,Port
3566,France,89,20,Loire Valley
3567,France,89,20,Loire Valley
3568,Portugal,89,,Alentejano
3569,Germany,89,12,Mosel
3570,Italy,89,20,Sicily & Sardinia
3571,Argentina,89,20,Mendoza Province
3572,US,89,40,Oregon
3573,Argentina,89,15,Mendoza Province
3574,Portugal,89,13,Dão
3575,France,89,23,Loire Valley
3576,Luxembourg,89,16,Moselle Luxembourgeoise
3577,US,89,60,California
3578,US,89,33,Oregon
3579,Argentina,89,25,Other
3580,US,89,30,Oregon
3581,US,89,20,California
3582,US,89,55,Oregon
3583,Germany,89,19,Mosel
3584,US,89,28,Virginia
3585,Portugal,89,26,Douro
3586,Italy,89,19,Sicily & Sardinia
3587,France,89,29,Loire Valley
3588,Israel,89,18,Galilee
3589,Italy,86,30,Tuscany
3590,France,86,13,Languedoc-Roussillon
3591,France,86,50,Bordeaux
3592,France,86,30,Bordeaux
3593,US,86,35,California
3594,Australia,86,13,Australia Other
3595,Australia,86,13,Australia Other
3596,US,86,12,Washington
3597,France,86,15,Bordeaux
3598,Australia,86,20,South Australia
3599,US,86,30,California
3600,US,86,40,New York
3601,US,86,28,California
3602,France,86,17,Bordeaux
3603,France,86,22,Languedoc-Roussillon
3604,US,86,33,Washington
3605,Italy,86,,Tuscany
3606,Portugal,86,13,Douro
3607,US,86,28,California
3608,US,86,13,California
3609,US,86,20,Washington
3610,Chile,86,14,Colchagua Valley
3611,US,86,22,California
3612,Portugal,86,20,Tejo
3613,Chile,86,12,Central Valley
3614,Spain,86,15,Northern Spain
3615,France,86,20,Languedoc-Roussillon
3616,Portugal,86,,Alentejano
3617,US,86,17,New York
3618,US,86,35,California
3619,Chile,82,15,Maipo Valley
3620,Chile,82,13,Central Valley
3621,Portugal,82,24,Minho
3622,US,82,20,California
3623,US,82,18,California
3624,US,82,19,California
3625,US,82,42,California
3626,US,82,50,California
3627,Chile,82,20,Colchagua Valley
3628,US,82,20,California
3629,US,82,22,Oregon
3630,Chile,82,20,Leyda Valley
3631,Chile,82,10,Central Valley
3632,US,82,18,California
3633,US,82,15,California
3634,US,81,11,California
3635,Chile,81,14,Maipo Valley
3636,US,81,37,California
3637,Chile,81,12,Maule Valley
3638,US,81,16,Oregon
3639,Chile,81,10,Central Valley
3640,Portugal,80,8,Vinho Verde
3641,Chile,80,15,Maule Valley
3642,France,97,,Bordeaux
3643,France,96,,Bordeaux
3644,France,96,170,Bordeaux
3645,Italy,93,52,Central Italy
3646,Austria,93,67,Wachau
3647,Austria,93,56,Wachau
3648,US,93,50,California
3649,US,93,40,Washington
3650,US,93,30,California
3651,US,93,45,California
3652,Austria,93,90,Wachau
3653,US,93,40,California
3654,US,92,60,Washington
3655,US,92,40,California
3656,Austria,92,85,Wachau
3657,Argentina,92,64,Mendoza Province
3658,US,92,75,California
3659,US,92,40,Washington
3660,US,92,60,California
3661,US,92,50,Washington
3662,US,92,28,California
3663,US,84,20,California
3664,US,84,24,Washington
3665,US,84,25,California
3666,Chile,84,14,Curicó Valley
3667,New Zealand,84,10,Marlborough
3668,US,84,20,California
3669,US,84,15,California
3670,US,84,30,California
3671,France,84,14,Provence
3672,US,84,8,California
3673,Chile,84,10,Maipo Valley
3674,US,84,10,California
3675,Italy,84,11,Piedmont
3676,France,84,,Southwest France
3677,US,84,18,California
3678,US,84,9,California
3679,Australia,84,9,Australia Other
3680,South Africa,84,28,Walker Bay
3681,Chile,84,9,Colchagua Valley
3682,South Africa,84,11,Western Cape
3683,South Africa,84,19,Western Cape
3684,South Africa,84,10,Robertson
3685,New Zealand,84,22,Marlborough
3686,US,91,40,California
3687,France,91,90,Champagne
3688,US,91,72,California
3689,Portugal,91,56,Port
3690,France,91,35,Burgundy
3691,France,91,65,Burgundy
3692,Spain,91,27,Northern Spain
3693,France,91,26,Burgundy
3694,Italy,91,30,Veneto
3695,Italy,91,75,Lombardy
3696,US,91,34,California
3697,Spain,91,52,Northern Spain
3698,France,91,50,Champagne
3699,France,91,90,Champagne
3700,Italy,91,65,Veneto
3701,Argentina,91,45,Mendoza Province
3702,Germany,91,95,Mosel
3703,Argentina,91,30,Mendoza Province
3704,US,91,55,California
3705,Italy,91,45,Lombardy
3706,Germany,91,42,Mosel
3707,US,91,40,Oregon
3708,US,91,50,Oregon
3709,Spain,91,25,Northern Spain
3710,Portugal,91,27,Port
3711,Argentina,91,25,Mendoza Province
3712,US,88,20,California
3713,Italy,88,19,Southern Italy
3714,Italy,88,20,Southern Italy
3715,Germany,88,55,Württemberg
3716,Germany,88,38,Baden
3717,Italy,88,22,Southern Italy
3718,Spain,88,24,Northern Spain
3719,US,88,35,California
3720,Spain,88,12,Galicia
3721,US,88,30,Washington
3722,Portugal,88,60,Port
3723,US,88,22,Washington
3724,France,88,,Bordeaux
3725,France,88,23,Bordeaux
3726,France,88,,Bordeaux
3727,Italy,86,22,Tuscany
3728,Spain,86,14,Catalonia
3729,France,86,20,Beaujolais
3730,France,86,12,Southwest France
3731,Chile,86,12,Central Valley
3732,US,86,10,California
3733,France,86,13,Languedoc-Roussillon
3734,France,86,21,Alsace
3735,France,86,10,Southwest France
3736,France,86,17,Provence
3737,Spain,86,10,Catalonia
3738,Greece,86,23,Pangeon
3739,Portugal,86,12,Alentejano
3740,Italy,86,16,Tuscany
3741,France,86,17,Beaujolais
3742,Italy,86,18,Tuscany
3743,Chile,86,10,Curicó Valley
3744,Italy,86,90,Tuscany
3745,US,86,38,California
3746,US,86,20,California
3747,Chile,86,8,Central Valley
3748,US,86,7,California
3749,France,86,13,Southwest France
3750,US,86,14,California
3751,France,86,19,Beaujolais
3752,France,86,12,Languedoc-Roussillon
3753,France,86,20,Alsace
3754,Spain,86,12,Northern Spain
3755,Chile,86,25,Elqui Valley
3756,Italy,86,15,Tuscany
3757,US,86,17,California
3758,France,86,20,Provence
3759,Argentina,86,15,Mendoza Province
3760,Argentina,86,29,Mendoza Province
3761,Italy,86,20,Sicily & Sardinia
3762,US,86,15,New York
3763,New Zealand,86,15,Wairau Valley
3764,US,86,13,Washington
3765,US,86,17,New York
3766,US,86,20,California
3767,Spain,86,9,Northern Spain
3768,Italy,86,18,Southern Italy
3769,Italy,86,20,Southern Italy
3770,US,86,55,California
3771,France,86,,Alsace
3772,US,86,28,Virginia
3773,US,86,49,California
3774,US,86,24,California
3775,US,86,54,California
3776,Italy,86,30,Southern Italy
3777,US,86,29,Virginia
3778,US,86,11,Virginia
3779,US,86,20,New York
3780,US,86,22,New York
3781,New Zealand,86,16,Marlborough
3782,US,86,12,Washington
3783,France,86,20,Alsace
3784,US,86,14,Virginia
3785,Italy,86,,Southern Italy
3786,Italy,86,20,Sicily & Sardinia
3787,US,88,40,California
3788,US,88,28,California
3789,Austria,88,25,Österreichischer Sekt
3790,US,88,60,Washington
3791,US,88,32,California
3792,Italy,88,45,Tuscany
3793,US,88,10,Washington
3794,US,88,20,New York
3795,US,88,20,Washington
3796,Italy,88,20,Tuscany
3797,Italy,88,15,Tuscany
3798,Italy,88,33,Tuscany
3799,Italy,88,35,Tuscany
3800,US,88,17,New York
3801,Chile,88,10,Central Valley
3802,US,88,12,Washington
3803,US,88,10,Washington
